category,review_type,rating,consumer,consumer rating,brand_name,review
상의,1,4.9,"남성, 181cm, 81kg",5,푸마 셀렉트,이쁘구요 마감도 맘에 들고 퀄리티도 매우 맘에 듭니다. 대신에 품이 좀 꽤 큰 감이 있네요
상의,1,4.9,"남성, 181cm, 81kg",5,푸마 셀렉트,약간 두껍고 조금 over size인데 일단 정말 예쁘구요 퀄도 좋고 전체적으로 겉옷과 스타일 하기도 매우 편합니다. 겉옷 없이 입어도 매우 이뻐요. 아미 로고에 푸마가 박히니깐 가격이 훅 떨어지는 게 아주 가성비 쩝니다!
상의,1,4.9,"남성, 181cm, 81kg",5,푸마 셀렉트,"옷 핏이 굉장히 이쁘고 아무곳에 잘 어울립니다.
자주 입을것 같아요"
상의,1,4.9,"남성, 181cm, 81kg",5,푸마 셀렉트,봄가을입기 딱좋은 두께고 햇빛받아서 그런지 실제로보는거보단 더 쨍하게나온거 같은데 퀄이나 핏감이나 아주만족스럽네요ㅎㅎ
상의,1,4.9,"남성, 181cm, 81kg",5,푸마 셀렉트,아미 커플룩으로샀는데 너무 이쁘고 마음에들어요!
상의,0,4.8,"여성, 157cm, 60kg",2,커버낫,팔 너무 길고 목도 좁아요. 라운드숄더라 핏도 안예뻐보여요. 목 시보리도 너무 두꺼워서 급식패션같아요.. 사진은 흰색이에요. 검정색도 갔는데 둘다 별로에요.
상의,0,4.8,"남성, 178cm, 84kg",2,커버낫,원단이 너무 얇아서 다 비치고 체형보완도 전혀 안됩니다
상의,0,4.8,"남성, 170cm, 70kg",2,커버낫,사이즈는 살짝 오버핏이라서 그렇게 이쁠까 했는데 이쁘네요
상의,1,4.8,"남성, 176cm, 73kg",3,커버낫,휘뚜루마뚜루 전투용으로 입기 아주 딱이에요 굿
상의,1,4.8,"남성, 172cm, 66kg",3,커버낫,"다른건 모르겠지만 로고가 진짜 예쁜거같아요
로고예쁜거 사고싶은 분들은 추천합니다"
상의,1,4.8,"여성, 161cm, 58kg",3,커버낫,큽니다.. 네.. 커요... 저번에 엠 시켰더니 좀 딱 맞는 느낌이라 엘로 바꾼 건데 와... 중간점은 포기해야겠어요.. 레이어드로만 입고 다니려구여
상의,1,4.8,"남성, 176cm, 69kg",3,커버낫,생각보다 크지만 매우 편하고 좋습니다 추천드려요
상의,1,4.8,"남성, 178cm, 55kg",3,커버낫,배송이 좀 늦은 편이지만 운동할때 입기 좋은것 같습니다.
상의,1,4.8,"남성, 176cm, 81kg",3,커버낫,오버핏이구요 쿨티라서 샀는데 그냥 면티네요 가성비는 좋고 편해요
상의,1,4.8,"여성, 157cm, 48kg",3,커버낫,네 진짜 그냥 ㄹㅇ 겁나 커요... 오빠 옷 뺏어 입은 거 같이 너무 컸지만 그래도 입었을 때 옷 두께가 막 그렇게 두껍지도 않고 얇지도 않아서 어느 계절이든 겨울 빼곤 다 입기 좋을 거 같아여
상의,1,4.8,"남성, 171cm, 64kg",5,커버낫,"사이즈가 엄청 커요
그래서 이너 티셔츠로 입기 좋아요"
상의,1,4.8,"남성, 171cm, 64kg",5,커버낫,"가볍게 입기좋구요.
이너로 입기 넘 좋습니다.
저렴한 가격에 잘 구매했습니다."
상의,1,4.8,"남성, 171cm, 64kg",5,커버낫,소매 두번 롤업해서 와이드 슬랙스나 와이드한 추리닝이랑 입으면 깔끔하고 좋아요
상의,1,4.8,"남성, 171cm, 64kg",5,커버낫,받고 입을게 없어 바로 입었는데 잠옷으로 입어도 될만큼 편하고 좋네요 사이즈랑 촉감이 너무 좋네요
상의,1,4.8,"남성, 171cm, 64kg",5,커버낫,오버핏 느낌으로 삿는데 만족합니다 역시 커버낫이네요
상의,1,4.8,"남성, 171cm, 64kg",5,커버낫,퀄리티 좋고 핏도 아주좋어요 여름에잘입을수있을것같아요
상의,1,4.8,"남성, 171cm, 64kg",5,커버낫,"중학생아이가 약간 크다고하네요.
편하게 입을수 있겠어요"
상의,1,4.8,"남성, 171cm, 64kg",5,커버낫,시원한 재질이고 m으로 샀을때도 약간의 박시함은 있어요
상의,1,4.8,"남성, 171cm, 64kg",5,커버낫,"재질이 좋고 이쁘네요
색상이 두가지라서 번갈아가면서 입기 좋아요
아주편안하고 이뻐요
더구매해야겠네요"
상의,1,4.8,"남성, 171cm, 64kg",5,커버낫,티 잘받았슴다!! 커버낫 처음 사보는데 2개나 주셔서 개이득하고 샀어요 안에 입을 티가 없어서 찾다가 주문한건데 안에다가 꼭 안입어도 되고 단독으로 입어도 이뻐요 포장도 고급지게오고ㅠㅠ 감사합니다! 또 사러올게요🙏🙌
상의,1,4.8,"남성, 175cm, 63kg",3,라퍼지스토어,"으음 셔츠 처음 사보는데 이게 맞나..?
일단 기장이 많이 길구요
배송은 최악이었음.. 출고했다면서 일주일 넘게 걸려서 겨우 받았어요 ㅠㅠ"
상의,1,4.8,"남성, 185cm, 68kg",3,라퍼지스토어,음….하얀색 말고 파란색 사세요 제가 못입는걸수도 있지만 막 크게 흰색은 추천하지 않아요
상의,1,4.8,"남성, 172cm, 65kg",3,라퍼지스토어,"옷 소매 부분이 터져서 왔어요 그래서 별점3개줬어요 상품받고 꼭 확인하세요!
옷은 이뻐요!"
상의,1,4.8,"남성, 162cm, 50kg",3,라퍼지스토어,색감도 좋고 예쁜데 저한테는 조금 큰거같네요.. 허벅지 중간 정도 옵니다
상의,1,4.8,"남성, 176cm, 80kg",3,라퍼지스토어,전반적으로 카라 부분이 다 아쉽습니다 제가 목이 두꺼운편도아닌데 잠갔을때 너무 딱맞고 다른부분은 루즈한건 마음에 듭니다
상의,1,4.8,"남성, 168cm, 64kg",3,라퍼지스토어,너무 커서 동생 줬더니 잘맞네요 동생 173/60
상의,1,4.8,"남성, 166cm, 60kg",3,라퍼지스토어,정사이즈 선택하시면 딱 오버하게 핏 나오네요!! 원했던 핏입니다
상의,1,4.8,"여성, 170cm, 58kg",3,라퍼지스토어,"디자이 예쁘고 겨울에 입기좋은 두께감 입니다
완전 오버핏 입니다"
상의,1,4.8,"남성, 175cm, 60kg",3,라퍼지스토어,위에 조끼입었는대 진짜 예쁘네요 이렇게 종종 입을 거 같애요
상의,1,4.8,"남성, 180cm, 70kg",3,라퍼지스토어,"오버핏이고 두께가 얇은편이라 봄,가을에 입기 좋을것같아요. 단점은 카라가 위로 뜹니다. 단추를 다 잠궈야 그나마 낫네요."
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,"크다는 이야길 듣고도 M을 시켰지만 S해도 됐겠다는 느낌 ?
벋- 나쁘지 않습니다 크면 큰대로 입어도 될 것 같아요
무난템 - !"
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,완전 입을수록 만족합니다. 너무 이뻐요. 간절기 최고의 템
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,배송도 빠르고 저렴하게 잘 구매했습니다 감사합니다
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,"색상 그대로고 핏도이쁘고 만족합니다!
잘어울리게 입고있어요
사이즈 작은거해도 큰차이없네용"
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,"색상 그대로고 핏도이쁘고 만족합니다!
잘어울리게 입고있어요"
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,"색상 그대로고 핏도이쁘고 만족합니다!
잘어울리게 입고있어요"
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,지금 딱 입기 좋아요! 안에 흰티 입고 입는게 좋을거같아요
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,"색상도 이쁘고 핏도 예쁜데, 품 너무커서 살짝 줄였어요"
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,청바지에도 잘어울리고 슬렉스에도 잘 어울립니다 예뻐요
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,배송지연되서 조금기다렸는데 기다린보람이있네요 핏 넘이쁘고 한여름아니면 계속입을수있을거같아요 강추입니다!!
상의,1,4.8,"남성, 175cm, 63kg",3,라퍼지스토어,"으음 셔츠 처음 사보는데 이게 맞나..?
일단 기장이 많이 길구요
배송은 최악이었음.. 출고했다면서 일주일 넘게 걸려서 겨우 받았어요 ㅠㅠ"
상의,1,4.8,"남성, 185cm, 68kg",3,라퍼지스토어,음….하얀색 말고 파란색 사세요 제가 못입는걸수도 있지만 막 크게 흰색은 추천하지 않아요
상의,1,4.8,"남성, 172cm, 65kg",3,라퍼지스토어,"옷 소매 부분이 터져서 왔어요 그래서 별점3개줬어요 상품받고 꼭 확인하세요!
옷은 이뻐요!"
상의,1,4.8,"남성, 162cm, 50kg",3,라퍼지스토어,색감도 좋고 예쁜데 저한테는 조금 큰거같네요.. 허벅지 중간 정도 옵니다
상의,1,4.8,"남성, 176cm, 80kg",3,라퍼지스토어,전반적으로 카라 부분이 다 아쉽습니다 제가 목이 두꺼운편도아닌데 잠갔을때 너무 딱맞고 다른부분은 루즈한건 마음에 듭니다
상의,1,4.8,"남성, 168cm, 64kg",3,라퍼지스토어,너무 커서 동생 줬더니 잘맞네요 동생 173/60
상의,1,4.8,"남성, 166cm, 60kg",3,라퍼지스토어,정사이즈 선택하시면 딱 오버하게 핏 나오네요!! 원했던 핏입니다
상의,1,4.8,"여성, 170cm, 58kg",3,라퍼지스토어,"디자이 예쁘고 겨울에 입기좋은 두께감 입니다
완전 오버핏 입니다"
상의,1,4.8,"남성, 175cm, 60kg",3,라퍼지스토어,위에 조끼입었는대 진짜 예쁘네요 이렇게 종종 입을 거 같애요
상의,1,4.8,"남성, 180cm, 70kg",3,라퍼지스토어,"오버핏이고 두께가 얇은편이라 봄,가을에 입기 좋을것같아요. 단점은 카라가 위로 뜹니다. 단추를 다 잠궈야 그나마 낫네요."
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,"크다는 이야길 듣고도 M을 시켰지만 S해도 됐겠다는 느낌 ?
벋- 나쁘지 않습니다 크면 큰대로 입어도 될 것 같아요
무난템 - !"
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,완전 입을수록 만족합니다. 너무 이뻐요. 간절기 최고의 템
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,배송도 빠르고 저렴하게 잘 구매했습니다 감사합니다
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,"색상 그대로고 핏도이쁘고 만족합니다!
잘어울리게 입고있어요
사이즈 작은거해도 큰차이없네용"
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,"색상 그대로고 핏도이쁘고 만족합니다!
잘어울리게 입고있어요"
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,"색상 그대로고 핏도이쁘고 만족합니다!
잘어울리게 입고있어요"
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,지금 딱 입기 좋아요! 안에 흰티 입고 입는게 좋을거같아요
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,"색상도 이쁘고 핏도 예쁜데, 품 너무커서 살짝 줄였어요"
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,청바지에도 잘어울리고 슬렉스에도 잘 어울립니다 예뻐요
상의,1,4.8,"남성, 174cm, 69kg",5,라퍼지스토어,배송지연되서 조금기다렸는데 기다린보람이있네요 핏 넘이쁘고 한여름아니면 계속입을수있을거같아요 강추입니다!!
상의,0,4.8,"남성, 175cm, 74kg",1,라퍼지스토어,8월 4일 주문하고 오늘 8월 11일 배송받았습니다. 일수로 꼬박 8일 걸렸네요. 문의게시판 확인해보시면 저처럼 일주일 넘어서 받는분들이 많은지 배송 불만글로 폭주하고 있습니다^^ 배송이 이렇게 오래걸릴줄 알았으면 저는 안샀을것 같네요ㅎㅎ
상의,0,4.8,"남성, 182cm, 88kg",2,라퍼지스토어,운동해서 품은괜찮은데 기장이좀짧아요 키크신분들은 짧다생각할수있어요
상의,0,4.8,"여성, 190cm, 80kg",2,라퍼지스토어,아빠 옷 입은 느낌이 좀 들었어요 그래도 이뻐서 다행
상의,0,4.8,"여성, 163cm, 49kg",2,라퍼지스토어,너무 커서 입을수가 없어요 그래도 이쁘긴 이빠요
상의,0,4.8,"남성, 180cm, 74kg",2,라퍼지스토어,생각보다 너무 크네요 박시를 넘어서..그냥 어린애가 큰형옷 입은느낌ㅜㅜ
상의,0,4.8,"여성, 174cm, 58kg",2,라퍼지스토어,색이 누리끼리. 두께는 탄탄하고 두꺼운 옥스포드보단 얇은정도. 시원한 소재는 아님
상의,0,4.8,"남성, 177cm, 72kg",2,라퍼지스토어,생각했던것보다 꽤 두꺼운 편이다. 요즘 날씨에 입었을때는 많이 더울것같다.
상의,1,4.8,"남성, 175cm, 67kg",3,라퍼지스토어,"색상 디자인 가성비 만족합니다.
오버한 느낌 좋습니다."
상의,1,4.8,"남성, 170cm, 70kg",3,라퍼지스토어,옷 사이즈 널널하게 시켰는데 딱 예쁘게 맞으니 좋아요 ㅎㅎ 핏감 괜찮고 색깔도 예쁘게 나와서 자주 입는 것 같아요!
상의,1,4.8,"남성, 177cm, 77kg",3,라퍼지스토어,"옥스퍼드셔츠중에도 좀 두꺼운 편인거 같아요.
핏은 약간 가오리핏 정도"
상의,1,4.8,"여성, 160cm, 56kg",5,라퍼지스토어,오 너무 좋아요 아니 근데 살 너무 쪄서 살빼야돼요
상의,1,4.8,"여성, 160cm, 56kg",5,라퍼지스토어,많이 오버핏인줄 알고 시켰는데 이쁘게 오버핏이라서 맘에 들어요!! 긴팔 셔츠는 어떻게 코디할지 고민이었는데 이건 입기만 해도 되니까 편하네요 자주 애용할 것 같아요! 사진은 똥손이라서..
상의,1,4.8,"여성, 160cm, 56kg",5,라퍼지스토어,디자인이랑 핏 다 마음에 듭니다. 계속 보다 보니 고등학교 때 입었던 하복이랑도 좀 비슷해 보이기도 하고..?
상의,1,4.8,"여성, 160cm, 56kg",5,라퍼지스토어,진짜 박시해서 시티보이 느낌 확확나는 마음에 든다
상의,1,4.8,"여성, 160cm, 56kg",5,라퍼지스토어,"반팔셔츠 첫 구매해보는데, 핏 너무 이쁘고 지금 날씨에도 입어도 괜찮을거 같아요!"
상의,1,4.8,"여성, 160cm, 56kg",5,라퍼지스토어,엄청 오버핏하게 예쁜것 같습니. 어디든 잘어울리는것 같아요.
상의,1,4.8,"여성, 160cm, 56kg",5,라퍼지스토어,"광고 많이 해서 한번 사봤는데 예쁘고 좋네여!
키 170 정도 까지는 S 사는게 맞을 것 같아요"
상의,1,4.8,"여성, 160cm, 56kg",5,라퍼지스토어,사이즈도 널널하고 색감이 밝아서 지금 입기 딱 알맞네요
상의,1,4.8,"여성, 160cm, 56kg",5,라퍼지스토어,좋아요 여자프리로 샀는데 생각보다 길고 통이 넓어요 여름 교복 낙찰
상의,1,4.8,"여성, 160cm, 56kg",5,라퍼지스토어,키가 작은 분들에겐 확실히 많이 크긴 하지만 예쁜 오버핏이예요! 여성분들은 열고 입으시면 더 예쁠 것 같아요😃
상의,0,4.8,"남성, 184cm, 70kg",1,트래블,오래 입을수 있을거 같고 사진이랑 똑같은거 같아요 이쁩니다
상의,0,4.8,"남성, 188cm, 88kg",1,트래블,"회사에 돈 기부했습니다.
물빠짐심해서 환불요청했더니 원래 그런제품이고 이상없다네요
자세히보시면 물빠진거 티나는데 ㅋㅋ
돈많으셔도 안사는거 비추"
상의,0,4.8,"남성, 171cm, 62kg",2,트래블,입어보니 옷의 색감이 화면에서 보이는 것보다 어두운 것 같고 어깨선이 살짝 부자연스러워요
상의,1,4.8,"남성, 178cm, 66kg",3,트래블,상당히 아쉬운 느낌? 뭔가 만족감은 안생기는 그런 옷입니다
상의,1,4.8,"남성, 170cm, 65kg",3,트래블,프린팅도 이쁘고 좋아요 그리고 M인데 되게 커요 평소 L 입으시는분은 M 사이즈 사면 이쁠거 같아요 그리고 비침이 약간 있어요 근데 프린팅 이뻐서 만족해요 꼭 사세용
상의,1,4.8,"남성, 178cm, 74kg",3,트래블,진짜 색감 너무 예쁩니다 다른 색상도 사고 싶네요
상의,1,4.8,"남성, 170cm, 62kg",3,트래블,예쁘고 싸서 너무 흔한 티여서 다음에는 안 살듯합니다
상의,1,4.8,"남성, 171cm, 55kg",3,트래블,생각했던것보단 작은데 입기도 편하고 이쁘네요
상의,1,4.8,"남성, 175cm, 80kg",3,트래블,핏이 진짜 좋아요 체형 커버되는 쫀쫀한 핏이에요
상의,1,4.8,"남성, 173cm, 63kg",3,트래블,색감이나 워싱 상태가 취향이랑 정말 잘 맞는거 같아요!! 다만 팔 부분이 예상보다 조금 짧아서 아쉬워요
상의,1,4.8,"여성, 162cm, 50kg",3,이벳필드,티셔츠 재질이 좋고 오버핏으로 크게 입어도 예뻐요
상의,1,4.8,"여성, 157cm, 53kg",3,이벳필드,너무 길어요 157 기준으로 엉덩이 밑으로 내려오고도 남아요 시원한 소재인지도 잘 모르겠어요 주름도 잘 지는 편 같아요 그래도 팔에 박힌 로고가 귀엽고 안 비치기는 해요 가슴 있으신 분들은 좀 많이 뚱뚱해보여요
상의,1,4.8,"남성, 183cm, 76kg",3,이벳필드,돈값하는거같네요 그냥 막입을 옷 찾는 사람한테 추천두려요
상의,1,4.8,"여성, 160cm, 60kg",3,이벳필드,왼쪽에 있는 이벳필드 로고가 이뻐요. 사이즈도 나쁘지 않지만 조금 길어요.
상의,1,4.8,"여성, 167cm, 64kg",3,이벳필드,옷이 좀 잘 줄어들어요… 입을 때마다 좍좍 잡아당겨서 입는 중 역시…가격이..
상의,1,4.8,"남성, 171cm, 55kg",3,이벳필드,"흰색이 검정색보다 더 깁니다
좀 과하게 기네요
그거 빼면 나쁘지 않아요"
상의,1,4.8,"여성, 162cm, 52kg",4,이벳필드,"그냥 무난 튼튼 깔끔
이너로도 단독으로도 입기적당
흰색은 살짝 비침 있습니다"
상의,1,4.8,"남성, 183cm, 85kg",4,이벳필드,얇고 시원한 재질이라 편하고 비치지 않아서 좋아요 다만 좀 늘어지는 핏인건 참고해야함요
상의,1,4.8,"남성, 173cm, 63kg",4,이벳필드,여름에 입을라고 샀는데 시원하고 좋을 것 같아요!
상의,1,4.8,"남성, 172cm, 75kg",4,이벳필드,입어보면 바로 시원하게 느껴지고 얇아서 땀이 잘 마를 듯 합니다
상의,0,4.8,"남성, 184cm, 86kg",1,수아레,진짜 색이쁘고 기장도 알맞고 다 좋은데 무슨 옷에서 탄냄세?가 몇번을 세탁해도 사라지지가 않네요;;
상의,1,4.8,"남성, 175cm, 80kg",3,수아레,"네이비랑 바이올렛 둘다 샀는데 사이즈가 조금 많이 다릅니다. 네이비는 사이즈표대로 나와있고, 바이올렛은 쥬금 크게 나와서 펑퍼짐한 느낌이네요. 한번 세탁해서 줄어들면 잘 입고 다닐꺼 같습니다."
상의,1,4.8,"남성, 175cm, 70kg",3,수아레,줄어듬이 심하니 사이즈를 크게 가세요.. 저를 믿고
상의,1,4.8,"남성, 179cm, 70kg",4,수아레,"색상 좋음.

재질이 얇아서 한여름에도 입을 수 있을 거 같음.

그럼에도 불구하고 비침이 없음.

하지만 가장 큰 문제가 있음.

너무 타이트함.

L이 제일 큰 사이즈라 교환이 안되서 반품해야 되는데 반품하기는 싫음.

그래서 일단 킵 해놓고 가끔씩 입을 예정임"
상의,1,4.8,"남성, 175cm, 80kg",4,수아레,수아레에서 리뉴얼해서 나온 린넨니트가 이 가격이면 여러분들 무조건 가세요👍🏼 네이비는 핏하게 잘 나왔습니다.
상의,1,4.8,"남성, 178cm, 78kg",4,수아레,사이즈도 딱좋고 깔끔하게입기 좋아요!너무 이쁘게 잘 닙을것 같아요!
상의,1,4.8,"남성, 176cm, 65kg",4,수아레,배송도 빨리 왔고 넣어입지 않아도 자연스럽게 넣어입는것처럼 보여서 좋아요!
상의,1,4.8,"남성, 168cm, 63kg",4,수아레,"저의 첫 니트 카라티로 수아레를 선택했습니다. 일단 색감이 너무 맘에 들어서 구매를 했는데, 제 생각과는 조금 다른 색이었지만 그래도 좋더라고요. ㅈㅓ의 젖곡지가 조금 돌출형이라 그런건지는 몰라도 거의 로켓이 발사하더라고요. 그거는 어쩔수 없는 것 같아요. 그리고 맨살에 입으니 조금 까슬까슬하긴한데 크게 거슬리지는 않아요"
상의,1,4.8,"남성, 171cm, 68kg",4,수아레,"가성비 좋아요 살짝 비침이 있는 거 같긴 하지만 괜찮아요 색감은 전체적으로 밝고, 핏은 정핏~세미오버핏 정도인거 같아요"
상의,1,4.8,"남성, 173cm, 73kg",4,수아레,"재질도 부들부들하고 편해서 입기좋네요 굿굿
앞으로도 계속 입을거같아요"
상의,1,4.8,"남성, 183cm, 70kg",5,수아레,"몸 좋으면 핏이 짱일 것 같네요.. ㅎㅎ
무난하게 예쁩니다!"
상의,1,4.8,"남성, 183cm, 70kg",5,수아레,린넨 카라 이쁘네요 최근에 산 옷 중에 제일 마음에 드네요
상의,1,4.8,"남성, 183cm, 70kg",5,수아레,가슴쪽에 살짝 따끔거리는 부분이 있어요 다른건 다 좋아요
상의,1,4.8,"남성, 183cm, 70kg",5,수아레,촉감은 살짝 까슬한데 거슬릴정도는 아니고 핏이아주 좋아요
상의,1,4.8,"남성, 183cm, 70kg",5,수아레,"하얀색하고 검은색 니트만 있을때 입기 좋아보이는 아이보리 니트였고 색이 쨍하고 좋았다
생각보다 얇다는 느낌은 못 받은것 같다"
상의,1,4.8,"남성, 183cm, 70kg",5,수아레,아주잘산것같아요 자주입을것같아요 감사합니다.
상의,1,4.8,"남성, 183cm, 70kg",5,수아레,여름 반팔니트 입문했는데 핏도 이쁘고 재질도 시원시원해서 좋아요
상의,1,4.8,"남성, 183cm, 70kg",5,수아레,"옷 끝단도 쫀쫀하고 적당히 폼도 있어서 넣입,빼입 모두 괜찮은거 같습니다"
상의,1,4.8,"남성, 183cm, 70kg",5,수아레,반팔니트는 더울거같아서 안사다가 한번 구매해봤는데 재질도 좋고 맘에들어요
상의,1,4.8,"남성, 183cm, 70kg",5,수아레,색감이 정말 이뻐서 샀는데 실물이 더 이쁘네요 얇아서 여름에 잘 입을거 같아요
상의,1,4.9,"남성, 173cm, 72kg",3,세터,다들 특이하다고 하고 이쁘네요 초가을에 입기좋어요
상의,1,4.9,"남성, 174cm, 61kg",3,세터,옷은 정말 이쁜데 배송이 너무 느려요. 예약배송으로 많이기다렸는데 제대로 된 고지 없이 더 기다렸네요.
상의,1,4.9,"남성, 174cm, 75kg",3,세터,"생각보다 색상 매치가 어려운거 같은데, 블루 색상을 사볼걸 그랬어요..."
상의,1,4.9,"남성, 179cm, 71kg",4,세터,오버핏을 좋아하는데 생각보다 밑단이 짧은느낌이었어요 다음에는 좀더길기 바랍니다
상의,1,4.9,"남성, 174cm, 62kg",4,세터,또 사고 싶고 멋잇고 구경하고 싶은 옷이네여 강추 강추
상의,1,4.9,"남성, 172cm, 58kg",4,세터,진짜 세터가 옷을 정말 잘 만들었다고 생각이 듭니다. 옷 완성도나 마감 소재 감성 등등 완벽한데 진짜 왜 이러나 싶을정도로 긴 팔 기장감 때문에 너무 아쉽네요..
상의,1,4.9,"남성, 185cm, 74kg",4,세터,"색깔예쁘게 잘빠졋구요 초여름까지 입을수 있을것같습니다.
코디를 어떻게하느냐에 따라 예쁨이 달라지는 니트."
상의,1,4.9,"남성, 175cm, 67kg",4,세터,봄에 벚꽃놀이갈때 입으니 한그루의 벚꽃나무가 된것같은 느낌을 주네요!
상의,1,4.9,"남성, 170cm, 55kg",4,세터,색감과 디자인은 좋으나 팔 기장이 너무너무너무 길어요!
상의,1,4.9,"남성, 170cm, 75kg",4,세터,색이 은은하게 투톤입니다 기장이 생각보다 짧습니다 옷 이쁘네요
상의,1,4.9,"여성, 173cm, 55kg",5,마르디 메크르디,예쁘고 좋아요 여름에.다른 색상도 주문하고 싶어요.
상의,1,4.9,"여성, 161cm, 66kg",5,마르디 메크르디,이걸 사야하나 말아야하나 고민한 시간이 아깝습니다 너무 예뻐요
상의,1,4.9,"여성, 162cm, 48kg",5,마르디 메크르디,진짜 핏 이뻐요 여자 44사이즈인데 핏 진짜 맘에드는 핏이에요~~~ㅠㅠ이런 핏 브랜드있으면 또 알려주세요 간만에 맘에드는 핏 찾아서 너무 좋음...색감도 진짜 이쁨
상의,1,4.9,"여성, 165cm, 60kg",5,마르디 메크르디,"엡흐네여
만족합니다
맨투맨도 살까생각중임니다"
상의,0,4.8,"남성, 181cm, 73kg",1,폴로 랄프 로렌,"사이즈 색상 만족함
단 누가 쳐 입은걸 손목 그대로 접혀서
배송옴"
상의,0,4.8,"남성, 174cm, 79kg",1,폴로 랄프 로렌,"주말에 급히입을일이 있어서 구매했는데
상품을 개봉하니 누가 입고 반품했던거 보내준거마냥
팔이 접혀있어 완전 쭈글쭈글해서 왔어요
세탁해서 입긴했지만 기분은 별로네요
인터넷 쇼핑을해도 이렇게는 안보내줄듯
참고로 쨍한 네이비색이아니고 야간 빛바랜 네이비색임"
